order_id,customer_id,order_date,delivery_date,product_category,order_value,payment_method,customer_segment,country,account_age_days,total_orders_lifetime,delivery_days,has_return,return_reason,days_to_return,refund_amount,refund_frequency_30d,is_fraud,fraud_type
ORD_0004773,CUST_00819,2024-10-25,2024-11-07,electronics,304.31,debit_card,budget,CA,2985,8,13,0,,,0.0,1,0,
ORD_0035205,CUST_00440,2024-02-01,2024-02-07,electronics,29.67,debit_card,premium,AU,3588,11,6,0,,,0.0,0,0,
ORD_0027879,CUST_01160,2024-01-03,2024-01-10,home,43.76,debit_card,budget,US,1364,9,7,0,,,0.0,1,0,
ORD_0005875,CUST_00331,2023-02-05,2023-02-13,clothing,18.58,credit_card,regular,US,1094,14,8,0,,,0.0,1,0,
ORD_0017805,CUST_00007,2022-08-22,2022-08-27,electronics,52.25,debit_card,premium,UK,559,7,5,0,,,0.0,1,0,
ORD_0034224,CUST_00963,2024-05-04,2024-05-17,electronics,162.04,credit_card,regular,IN,892,19,13,0,,,0.0,0,0,
ORD_0007842,CUST_01198,2023-09-15,2023-09-18,sports,33.85,credit_card,regular,UK,1760,17,3,0,,,0.0,2,0,
ORD_0015923,CUST_00057,2024-07-19,2024-07-29,home,97.65,credit_card,budget,IN,666,10,10,0,,,0.0,0,0,
ORD_0028367,CUST_00471,2024-05-24,2024-06-01,clothing,53.57,debit_card,vip,IN,2317,15,8,1,gift_return,21.0,33.7,0,0,
ORD_0012084,CUST_00119,2022-12-18,2022-12-30,electronics,65.42,debit_card,budget,UK,621,12,12,1,wrong_size,29.0,43.44,1,0,
ORD_0020034,CUST_00354,2023-06-13,2023-06-23,clothing,163.13,credit_card,regular,US,144,14,10,0,,,0.0,0,0,
ORD_0014488,CUST_01935,2022-01-26,2022-01-29,sports,50.96,paypal,premium,US,2228,18,3,0,,,0.0,0,0,
ORD_0020819,CUST_00009,2024-11-11,2024-11-15,home,57.08,credit_card,regular,US,2265,8,4,0,,,0.0,1,0,
ORD_0037518,CUST_00136,2023-03-22,2023-03-31,electronics,102.62,paypal,vip,CA,731,15,9,1,changed_mind,28.0,100.54,1,0,
ORD_0044236,CUST_00273,2022-11-09,2022-11-17,beauty,18.31,debit_card,regular,US,96,14,8,0,,,0.0,0,0,
ORD_0048651,CUST_01747,2023-04-10,2023-04-22,clothing,106.22,credit_card,regular,IN,2799,17,12,1,changed_mind,27.0,101.17,1,0,
ORD_0036236,CUST_01702,2024-01-13,2024-01-23,home,30.58,credit_card,regular,FR,2897,17,10,0,,,0.0,0,0,
ORD_0021070,CUST_00577,2022-10-27,2022-11-01,electronics,160.6,crypto,budget,IN,3575,7,5,0,,,0.0,1,0,
ORD_0009524,CUST_00438,2022-05-04,2022-05-08,electronics,374.14,apple_pay,regular,UK,950,7,4,0,,,0.0,0,0,
ORD_0032756,CUST_00560,2023-01-13,2023-01-16,sports,98.1,paypal,regular,US,2033,13,3,0,,,0.0,0,0,
ORD_0012054,CUST_00158,2022-03-31,2022-04-13,home,329.69,credit_card,budget,IN,1776,9,13,0,,,0.0,0,0,
ORD_0023594,CUST_01380,2023-04-03,2023-04-12,electronics,216.7,credit_card,premium,AU,994,12,9,0,,,0.0,0,0,
ORD_0008038,CUST_00838,2022-03-25,2022-04-04,clothing,23.18,paypal,budget,US,1217,16,10,0,,,0.0,2,0,
ORD_0046977,CUST_01422,2023-09-26,2023-10-07,clothing,95.51,apple_pay,premium,UK,1063,11,11,0,,,0.0,0,0,
ORD_0016400,CUST_00365,2023-08-06,2023-08-14,books,16.78,credit_card,budget,UK,2490,12,8,0,,,0.0,0,0,
ORD_0045786,CUST_00110,2024-06-09,2024-06-16,electronics,79.77,debit_card,premium,CA,1483,16,7,0,,,0.0,0,0,
ORD_0034616,CUST_00211,2023-05-06,2023-05-15,clothing,28.1,paypal,regular,UK,2117,21,9,0,,,0.0,2,0,
ORD_0007625,CUST_01680,2023-02-04,2023-02-17,electronics,33.5,credit_card,vip,IN,3153,5,13,0,,,0.0,0,0,
ORD_0013662,CUST_00970,2022-04-30,2022-05-09,clothing,34.11,paypal,regular,DE,1409,17,9,0,,,0.0,0,0,
ORD_0037737,CUST_01098,2022-02-14,2022-02-22,clothing,61.18,credit_card,regular,DE,3344,13,8,1,gift_return,24.0,43.99,1,0,
ORD_0026542,CUST_00159,2023-05-23,2023-06-02,electronics,80.4,paypal,budget,US,882,12,10,1,wrong_size,8.0,73.32,1,0,
ORD_0013268,CUST_01519,2023-05-24,2023-05-26,beauty,38.3,apple_pay,regular,IN,920,16,2,0,,,0.0,0,0,
ORD_0018083,CUST_00505,2023-12-02,2023-12-12,home,35.52,apple_pay,budget,US,2769,16,10,1,changed_mind,9.0,28.15,1,0,
ORD_0048086,CUST_01838,2023-06-18,2023-06-27,electronics,202.46,debit_card,premium,CA,690,5,9,0,,,0.0,0,0,
ORD_0042768,CUST_01662,2022-03-11,2022-03-19,books,17.8,debit_card,budget,UK,2791,15,8,1,changed_mind,25.0,17.18,1,0,
ORD_0004071,CUST_01200,2023-03-11,2023-03-16,clothing,37.04,debit_card,premium,AU,640,12,5,0,,,0.0,0,0,
ORD_0016287,CUST_01163,2024-03-02,2024-03-14,books,14.26,apple_pay,budget,US,3616,12,12,0,,,0.0,0,0,
ORD_0001119,CUST_00759,2024-01-04,2024-01-06,home,46.77,credit_card,regular,US,3127,7,2,0,,,0.0,3,0,
ORD_0010075,CUST_00081,2023-04-25,2023-04-28,sports,43.24,credit_card,premium,FR,3248,16,3,0,,,0.0,0,0,
ORD_0011374,CUST_00492,2023-08-06,2023-08-15,home,77.81,credit_card,premium,IN,3056,14,9,1,defective,24.0,55.43,0,0,
ORD_0032685,CUST_01207,2023-05-14,2023-05-17,electronics,254.97,credit_card,budget,IN,2922,8,3,0,,,0.0,0,0,
ORD_0046434,CUST_01301,2024-05-19,2024-05-23,electronics,191.35,crypto,premium,CA,3155,14,4,0,,,0.0,0,0,
ORD_0025350,CUST_01579,2022-07-31,2022-08-08,beauty,35.22,debit_card,regular,US,2016,16,8,0,,,0.0,0,0,
ORD_0006716,CUST_01691,2024-12-21,2024-12-24,electronics,231.68,credit_card,premium,CA,3355,13,3,0,,,0.0,0,0,
ORD_0034568,CUST_01791,2022-03-09,2022-03-19,beauty,38.19,debit_card,vip,DE,1332,14,10,0,,,0.0,0,0,
ORD_0001031,CUST_00240,2022-02-02,2022-02-08,home,75.87,debit_card,budget,UK,3626,14,6,0,,,0.0,0,0,
ORD_0022754,CUST_00473,2023-04-18,2023-04-23,electronics,43.64,credit_card,regular,DE,770,11,5,0,,,0.0,2,0,
ORD_0011762,CUST_00415,2024-05-13,2024-05-15,sports,75.23,paypal,regular,FR,3034,11,2,1,not_as_described,17.0,66.53,1,0,
ORD_0035897,CUST_00096,2023-01-05,2023-01-18,clothing,39.14,debit_card,premium,UK,1110,14,13,0,,,0.0,1,0,
ORD_0014493,CUST_01313,2024-07-21,2024-07-26,electronics,369.2,apple_pay,vip,IN,344,12,5,0,,,0.0,0,0,
ORD_0025086,CUST_01286,2024-10-09,2024-10-19,books,17.25,debit_card,budget,DE,2430,17,10,0,,,0.0,0,0,
ORD_0020396,CUST_00864,2024-01-18,2024-01-24,home,36.29,paypal,budget,DE,2427,13,6,0,,,0.0,1,0,
ORD_0004814,CUST_01595,2022-11-05,2022-11-14,clothing,45.35,credit_card,regular,US,2056,11,9,0,,,0.0,0,0,
ORD_0008995,CUST_00425,2024-04-30,2024-05-04,home,21.18,credit_card,regular,UK,3285,12,4,0,,,0.0,1,0,
ORD_0049692,CUST_00239,2023-12-16,2023-12-28,clothing,16.28,apple_pay,regular,CA,2616,13,12,0,,,0.0,0,0,
ORD_0021375,CUST_00453,2022-09-10,2022-09-22,beauty,27.32,debit_card,budget,CA,2518,16,12,0,,,0.0,1,0,
ORD_0030243,CUST_01037,2024-05-19,2024-05-25,clothing,47.76,paypal,regular,US,1646,8,6,0,,,0.0,0,0,
ORD_0047579,CUST_01643,2024-09-01,2024-09-03,home,54.67,credit_card,budget,IN,2774,11,2,1,wrong_size,17.0,39.75,0,0,
ORD_0001165,CUST_01006,2024-10-28,2024-11-03,beauty,29.65,credit_card,regular,DE,3310,9,6,0,,,0.0,0,0,
ORD_0024811,CUST_00843,2024-03-15,2024-03-27,electronics,27.73,credit_card,budget,IN,2470,9,12,0,,,0.0,1,0,
ORD_0021110,CUST_00321,2024-03-25,2024-04-03,home,35.19,apple_pay,budget,US,1441,9,9,1,gift_return,9.0,23.27,0,0,
ORD_0003698,CUST_00473,2024-07-04,2024-07-07,home,33.98,paypal,regular,DE,770,11,3,0,,,0.0,0,0,
ORD_0011439,CUST_00971,2023-01-08,2023-01-11,electronics,31.4,credit_card,regular,DE,1626,9,3,1,not_as_described,12.0,15.79,2,0,
ORD_0004470,CUST_00229,2023-02-23,2023-02-27,sports,261.54,credit_card,budget,IN,3390,12,4,0,,,0.0,2,0,
ORD_0009808,CUST_01043,2022-09-24,2022-09-28,clothing,78.15,debit_card,premium,US,1849,3,4,0,,,0.0,0,0,
ORD_0047768,CUST_01583,2022-09-23,2022-10-02,beauty,35.41,debit_card,regular,CA,2971,22,9,0,,,0.0,0,0,
ORD_0006749,CUST_00872,2023-08-15,2023-08-24,electronics,130.46,apple_pay,regular,DE,975,7,9,0,,,0.0,0,0,
ORD_0049185,CUST_00139,2024-05-12,2024-05-14,sports,134.43,debit_card,budget,IN,2410,9,2,0,,,0.0,0,0,
ORD_0017379,CUST_00205,2023-08-28,2023-09-05,beauty,9.63,debit_card,budget,US,3392,14,8,1,wrong_size,18.0,6.24,0,0,
ORD_0036885,CUST_00297,2023-04-18,2023-04-25,electronics,475.6,credit_card,premium,AU,1361,14,7,0,,,0.0,0,0,
ORD_0013357,CUST_01385,2022-12-28,2023-01-10,beauty,47.41,credit_card,budget,UK,2812,18,13,0,,,0.0,0,0,
ORD_0032405,CUST_01685,2023-12-16,2023-12-23,home,44.1,credit_card,premium,UK,1320,6,7,0,,,0.0,0,0,
ORD_0042455,CUST_00932,2022-03-11,2022-03-24,clothing,61.44,credit_card,premium,DE,497,13,13,0,,,0.0,0,0,
ORD_0046066,CUST_00938,2023-09-05,2023-09-06,clothing,96.75,credit_card,regular,US,3542,10,1,0,,,0.0,1,0,
ORD_0011539,CUST_01832,2024-02-04,2024-02-09,beauty,24.24,credit_card,budget,AU,2246,7,5,1,not_as_described,23.0,19.73,0,0,
ORD_0002009,CUST_01847,2023-01-09,2023-01-14,clothing,26.96,paypal,budget,UK,3111,10,5,1,changed_mind,12.0,17.18,1,0,
ORD_0003222,CUST_01478,2022-07-31,2022-08-09,clothing,81.14,credit_card,budget,US,2063,12,9,0,,,0.0,0,0,
ORD_0044997,CUST_00240,2024-05-02,2024-05-10,electronics,244.37,credit_card,budget,UK,3626,14,8,1,wrong_size,9.0,204.18,1,0,
ORD_0018763,CUST_01861,2024-01-06,2024-01-19,books,13.14,credit_card,premium,AU,1549,7,13,0,,,0.0,1,0,
ORD_0014166,CUST_01568,2022-02-05,2022-02-08,electronics,298.62,paypal,premium,UK,2376,15,3,0,,,0.0,0,0,
ORD_0040684,CUST_01903,2023-04-05,2023-04-08,books,16.15,apple_pay,budget,UK,3494,13,3,0,,,0.0,1,0,
ORD_0025081,CUST_01069,2022-05-05,2022-05-08,clothing,76.91,credit_card,regular,US,1196,9,3,1,wrong_size,13.0,47.63,1,0,
ORD_0001823,CUST_01596,2023-06-04,2023-06-06,beauty,20.76,credit_card,premium,DE,2854,11,2,0,,,0.0,0,0,
ORD_0044662,CUST_01484,2022-06-23,2022-07-01,beauty,37.93,paypal,premium,US,3030,13,8,0,,,0.0,0,0,
ORD_0006849,CUST_01233,2022-07-24,2022-07-25,clothing,45.48,paypal,regular,IN,750,8,1,0,,,0.0,0,0,
ORD_0012636,CUST_00263,2023-08-01,2023-08-03,clothing,101.11,paypal,budget,UK,3620,10,2,0,,,0.0,0,0,
ORD_0037669,CUST_00608,2024-06-11,2024-06-15,clothing,71.8,paypal,vip,IN,868,15,4,0,,,0.0,0,0,
ORD_0006096,CUST_00135,2024-06-30,2024-07-06,beauty,56.36,paypal,regular,US,2444,12,6,0,,,0.0,0,0,
ORD_0039249,CUST_01801,2024-06-05,2024-06-11,electronics,137.64,credit_card,budget,IN,2776,14,6,0,,,0.0,1,0,
ORD_0010578,CUST_00365,2024-05-11,2024-05-19,electronics,104.81,credit_card,budget,UK,2490,12,8,0,,,0.0,0,0,
ORD_0031075,CUST_00363,2024-12-08,2024-12-09,electronics,249.1,debit_card,budget,FR,3228,13,1,0,,,0.0,2,0,
ORD_0029113,CUST_01520,2024-02-29,2024-03-08,electronics,257.03,apple_pay,premium,DE,818,10,8,0,,,0.0,2,0,
ORD_0010193,CUST_01493,2022-08-10,2022-08-19,clothing,55.95,apple_pay,premium,UK,694,10,9,0,,,0.0,0,0,
ORD_0000315,CUST_01695,2022-04-01,2022-04-14,electronics,76.34,credit_card,regular,US,1215,8,13,1,changed_mind,26.0,64.25,0,0,
ORD_0011450,CUST_01861,2023-12-11,2023-12-17,clothing,29.64,credit_card,premium,AU,1549,7,6,0,,,0.0,1,0,
ORD_0030746,CUST_01834,2023-02-22,2023-03-05,home,38.09,paypal,regular,IN,1743,13,11,0,,,0.0,1,0,
ORD_0029703,CUST_01593,2022-05-31,2022-06-06,home,124.99,credit_card,vip,CA,1748,9,6,0,,,0.0,1,0,
ORD_0027659,CUST_01157,2024-03-02,2024-03-07,beauty,43.14,credit_card,budget,IN,3345,7,5,0,,,0.0,0,0,
